position,name,country
门将,埃德森(23号), 巴西
门将,拉莫斯(16号), 巴西
后卫,达尼洛(14号), 巴西
后卫,米兰达(3号), 巴西
后卫,杰罗梅尔(4号), 巴西
后卫,马奎尼奥斯(13号), 巴西
后卫,马塞洛(12号), 巴西
后卫,法格纳(22号), 巴西
后卫,菲利佩·路易斯(6号), 巴西
后卫,席尔瓦(2号), 巴西
中场,保利尼奥(15号), 巴西
中场,库蒂尼奥(11号), 巴西
中场,卡塞米罗(5号), 巴西
中场,费尔南迪尼奥(17号), 巴西
中场,弗雷德(18号), 巴西
中场,威廉(19号), 巴西
中场,奥古斯托(8号), 巴西
前锋,内马尔(10号), 巴西
前锋,菲尔米诺(20号), 巴西
前锋,泰森(21号), 巴西
前锋,道格拉斯·科斯塔(7号), 巴西
前锋,热苏斯(9号), 巴西
门将,利瓦科维奇(1号), 克罗地亚
门将,苏巴希奇(23号), 克罗地亚
门将,卡利尼奇(12号), 克罗地亚
后卫,乔尔卢卡(5号), 克罗地亚
后卫,耶德瓦伊(13号), 克罗地亚
后卫,恰莱塔-卡尔(15号), 克罗地亚
后卫,斯特里尼奇(3号), 克罗地亚
后卫,洛夫伦(6号), 克罗地亚
后卫,维达(21号), 克罗地亚
后卫,皮瓦里奇(22号), 克罗地亚
后卫,弗尔萨利科(2号), 克罗地亚
中场,布罗佐维奇(11号), 克罗地亚
中场,科瓦契奇(8号), 克罗地亚
中场,莫德里奇(10号), 克罗地亚
中场,布拉达里奇(14号), 克罗地亚
中场,巴代利(19号), 克罗地亚
中场,拉基蒂奇(7号), 克罗地亚
前锋,雷比奇(18号), 克罗地亚
前锋,曼朱基奇(17号), 克罗地亚
前锋,皮亚察(20号), 克罗地亚
前锋,卡利尼奇(16号), 克罗地亚
前锋,佩里希奇(4号), 克罗地亚
前锋,克拉马里奇(9号), 克罗地亚
